1-Phosphatidylinositol 3-Kinase;D8.811.913.696.620.525;D8.811.913.696.620.500
Single-Strand Specific DNA and RNA Endonucleases;D8.811.277.352.700.350.25;D8.811.277.352.700.350.850
Sinomenium;B1.650.388.100.725.625;B1.650.940.800.575.100.725.625
Skin Manifestations;C17.800.871;
Skull Fracture, Basilar;C21.866.260.836.150;C26.260.836.150
Skull Fracture, Basilar;C21.866.404.750.821;C26.404.750.821
Skull Fracture, Basilar;C21.866.915.300.745.300;C26.915.300.745.300
Skull Fracture, Depressed;C21.866.260.836.300;C26.260.836.300
Skull Fracture, Depressed;C21.866.404.750.890;C26.404.750.890
Skull Fracture, Depressed;C21.866.915.300.745.350;C26.915.300.745.350
Skull Fractures;C21.866.260.836;C26.260.836
Skull Fractures;C21.866.404.750;C26.404.750
Skull Fractures;C21.866.915.300.745;C26.915.300.745
Sleep Disorders, Circadian Rhythm;C21.447.900;C24.900
Smilacaceae;B1.650.388.100.901;B1.650.940.800.575.100.901
Smilacina;B1.650.388.100.610.744;B1.650.940.800.575.100.610.744
Smilax;B1.650.388.100.901.500;B1.650.940.800.575.100.901.500
Smoke Inhalation Injury;C21.866.200.322.800;C26.200.322.800
Snake Bites;C21.613.127.722;C25.723.127.722
Social Control Policies;N3.706.825;I1.655.500
Social Control Policies;;N3.623.500
Soft Tissue Injuries;C21.866.808;C26.808
Solanaceae;B1.650.388.100.905;B1.650.940.800.575.100.905
Solanum;B1.650.388.100.905.725;B1.650.940.800.575.100.905.725
Solanum glaucophyllum;B1.650.388.100.905.725.610;B1.650.940.800.575.100.905.725.610
Solanum melongena;B1.650.388.100.905.725.666;B1.650.940.800.575.100.905.725.666
Solanum nigrum;B1.650.388.100.905.725.699;B1.650.940.800.575.100.905.725.699
Solanum tuberosum;B1.650.388.100.905.725.777;B1.650.940.800.575.100.905.725.777
Solidago;B1.650.388.100.100.816;B1.650.940.800.575.100.100.816
Sonchus;B1.650.388.100.100.833;B1.650.940.800.575.100.100.833
Sophora;B1.650.388.100.401.734;B1.650.940.800.575.100.401.734
Sorbus;B1.650.388.100.842.500.793;B1.650.940.800.575.100.842.500.793
Sorghum;B1.650.388.100.822.894;B1.650.940.800.575.100.822.894
Soybeans;B1.650.388.100.401.750;B1.650.940.800.575.100.401.750
Space Motion Sickness;C21.335.800;C23.888.571.800
Spartium;B1.650.388.100.401.812;B1.650.940.800.575.100.401.812
Sphagnopsida;B1.650.388.137.750;B1.650.940.800.575.137.750
Sphenostylis;B1.650.388.100.401.843;B1.650.940.800.575.100.401.843
Spinacia oleracea;B1.650.388.100.200.800;B1.650.940.800.575.100.200.800
Spinal Cord Compression;C21.866.819.678;C26.819.678
Spinal Cord Injuries;C21.866.819;C26.819
Spinal Fractures;C21.866.117.500.500;C26.117.500.500
Spinal Fractures;C21.866.404.812;C26.404.812
Spinal Fractures;C21.866.831.600;C26.831.600
Spinal Injuries;C21.866.117.500;C26.117.500
Spinal Injuries;C21.866.831;C26.831
Spinal Muscular Atrophies of Childhood;C10.668.460.500.750;C10.668.467.500.750
Spiraea;B1.650.388.100.842.500.808;B1.650.940.800.575.100.842.500.808
Spiroplasma;B3.440.560.895.625;B3.440.860.895.625
Spiroplasma citri;B3.440.560.895.625.500;B3.440.860.895.625.500
Spiroplasmataceae;B3.440.560.895;B3.440.860.895
Splenic Rupture;C21.866.17.680;C26.17.680
Splenic Rupture;C21.866.761.555;C26.761.555
Splenorenal Shunt, Surgical;E4.100.814.790.870;E4.100.814.868.937.870
Splenosis;C21.866.17.680.500;C26.17.680.500
Splenosis;C21.866.761.555.500;C26.761.555.500
Sprains and Strains;C21.866.844;C26.844
Stachys;B1.650.388.100.575.947;B1.650.940.800.575.100.575.947
Stainless Steel;D1.485.910.900;D1.490.800.900
Staphylococcal Food Poisoning;C21.613.415.846;C25.723.415.846
Steel;D1.485.910;D1.490.800
Stellaria;B1.650.388.100.195.827;B1.650.940.800.575.100.195.827
Stemonaceae;B1.650.388.100.910;B1.650.940.800.575.100.910
Stephania;B1.650.388.100.725.750;B1.650.940.800.575.100.725.750
Stephania tetrandra;B1.650.388.100.725.750.500;B1.650.940.800.575.100.725.750.500
Sterculia;B1.650.388.100.915.583;B1.650.940.800.575.100.915.583
Sterculiaceae;B1.650.388.100.915;B1.650.940.800.575.100.915
Stevia;B1.650.388.100.100.843;B1.650.940.800.575.100.100.843
Stockings, Compression;E7.101.825;E7.101.400.500
Stomach Rupture;C21.866.17.809;C26.17.809
Stomach Rupture;C21.866.761.684;C26.761.684
Strelitziaceae;B1.650.388.100.975.727;B1.650.940.800.575.100.975.727
Streptococcaceae;;B3.510.550.737
Streptococcus;;B3.510.550.737.872
Streptococcus agalactiae;;B3.510.550.737.872.100
Streptococcus anginosus;;B3.510.550.737.872.875.475.80
Streptococcus bovis;;B3.510.550.737.872.150
Streptococcus constellatus;;B3.510.550.737.872.875.475.150
Streptococcus equi;;B3.510.550.737.872.225
Streptococcus gordonii;;B3.510.550.737.872.260
Streptococcus intermedius;;B3.510.550.737.872.875.475.400
Streptococcus milleri Group;;B3.510.550.737.872.875.475
Streptococcus mitis;;B3.510.550.737.872.875.500
Streptococcus mutans;;B3.510.550.737.872.875.520
Streptococcus oralis;;B3.510.550.737.872.875.600
Streptococcus pneumoniae;;B3.510.550.737.872.550
Streptococcus pyogenes;;B3.510.550.737.872.575
Streptococcus sanguis;;B3.510.550.737.872.875.700
Streptococcus sobrinus;;B3.510.550.737.872.875.750
Streptococcus suis;;B3.510.550.737.872.750
Streptococcus thermophilus;;B3.510.550.737.872.800
Striga;B1.650.388.100.892.877;B1.650.940.800.575.100.892.877
Strophanthus;B1.650.388.100.81.833;B1.650.940.800.575.100.81.833
Strychnos;B1.650.388.100.638.750;B1.650.940.800.575.100.638.750
Strychnos nux-vomica;B1.650.388.100.638.750.500;B1.650.940.800.575.100.638.750.500
Styracaceae;B1.650.388.100.920;B1.650.940.800.575.100.920
Styrax;B1.650.388.100.920.777;B1.650.940.800.575.100.920.777
Subarachnoid Hemorrhage, Traumatic;C21.866.260.616.800;C26.260.616.800
Subarachnoid Hemorrhage, Traumatic;C21.866.915.300.490.700;C26.915.300.490.700
Substance Abuse, Intravenous;C21.739.793;C25.793
Substance Withdrawal Syndrome;C21.739.835;C25.835
Substance-Related Disorders;C21.739;C25
Sunburn;C21.866.200.855;C26.200.855
Sunstroke;C21.866.522.500.500;C26.522.500.500
Suregada;B1.650.388.100.350.825;B1.650.940.800.575.100.350.825
Surgical Stapling;E4.901.800;E4.987.775.800
Suture Techniques;E4.901;E4.987.775
Swertia;B1.650.388.100.450.594;B1.650.940.800.575.100.450.594
Symphoricarpos;B1.650.388.100.180.625;B1.650.940.800.575.100.180.625
Synsepalum;B1.650.388.100.886.849;B1.650.940.800.575.100.886.849
Syringa;B1.650.388.100.782.833;B1.650.940.800.575.100.782.833
Tabebuia;B1.650.388.100.143.500;B1.650.940.800.575.100.143.500
Tabernaemontana;B1.650.388.100.81.888;B1.650.940.800.575.100.81.888
Tagetes;B1.650.388.100.100.853;B1.650.940.800.575.100.100.853
Tamaricaceae;B1.650.388.100.924;B1.650.940.800.575.100.924
Tamarindus;B1.650.388.100.401.875;B1.650.940.800.575.100.401.875
Tamus;B1.650.388.100.325.750;B1.650.940.800.575.100.325.750
Tanacetum;B1.650.388.100.100.874;B1.650.940.800.575.100.100.874
Tanacetum parthenium;B1.650.388.100.100.874.500;B1.650.940.800.575.100.100.874.500
Taraxacum;B1.650.388.100.100.895;B1.650.940.800.575.100.100.895
Taxaceae;B1.650.388.400.122.833;B1.650.940.800.575.400.122.833
Taxodiaceae;B1.650.388.400.122.855;B1.650.940.800.575.400.122.855
Taxodium;B1.650.388.400.122.855.833;B1.650.940.800.575.400.122.855.833
Taxus;B1.650.388.400.122.833.500;B1.650.940.800.575.400.122.833.500
Telangiectasia, Hereditary Hemorrhagic;C15.378.463.835.900;C15.378.463.515.900
Telemetry;;E5.925
Telemetry;;L1.178.847.675
Tellurium;;D1.268.513.968
Temperature Sense;;G7.700.850
Tendinopathy;C21.866.874.800;C26.874.800
Tendon Injuries;C21.866.874;C26.874
Tennis Elbow;C21.866.88.890;C26.88.890
Tenodesis;E4.901.900;E4.987.775.900
Tephrosia;B1.650.388.100.401.890;B1.650.940.800.575.100.401.890
Terminalia;B1.650.388.100.228.583;B1.650.940.800.575.100.228.583
Testosterone 5-alpha-Reductase;D8.811.682.660.900;D8.811.682.660.465
Tetrapleura;B1.650.388.100.401.898;B1.650.940.800.575.100.401.898
Teucrium;B1.650.388.100.575.948;B1.650.940.800.575.100.575.948
Thalictrum;B1.650.388.100.838.883;B1.650.940.800.575.100.838.883
Thapsia;B1.650.388.100.75.937;B1.650.940.800.575.100.75.937
Theaceae;B1.650.388.100.928.500;B1.650.940.800.575.100.928.500
Theales;B1.650.388.100.928;B1.650.940.800.575.100.928
Therapeutic Human Experimentation;;H1.770.644.145.365.875
Therapeutic Human Experimentation;;H1.770.644.302.875
Theta Rhythm;E1.370.376.300.700;E1.370.376.300.150.937
Theta Rhythm;E1.370.405.245.700;E1.370.405.245.287.937
Theta Rhythm;;G7.265.87.937
Theta Rhythm;;G11.561.127.937
Thevetia;B1.650.388.100.81.944;B1.650.940.800.575.100.81.944
Thiopronine;D2.886.30.800;D2.886.30.896
Thiopronine;D12.125.166.800;D12.125.166.896
Thiopronine;D12.125.481.700.500;D12.125.481.700.760
Thlaspi;B1.650.388.100.157.905;B1.650.940.800.575.100.157.905
Thoracic Injuries;C21.866.891;C26.891
Thuja;B1.650.388.400.122.188.799;B1.650.940.800.575.400.122.188.799
Thymelaeaceae;B1.650.388.100.932;B1.650.940.800.575.100.932
Thymidine Phosphorylase;D8.811.913.400.725.900;D8.811.913.400.725.850.500
Thymus Plant;B1.650.388.100.575.974;B1.650.940.800.575.100.575.974
Tibial Fractures;C21.866.404.875;C26.404.875
Tibial Fractures;C21.866.558.857;C26.558.857
Tick Paralysis;C21.613.127.857.707;C25.723.127.857.707
Tick Toxicoses;C21.613.127.857;C25.723.127.857
Ticlopidine;D2.886.778.834;D2.886.778.823.500
Ticlopidine;D3.383.903.834;D3.383.725.849.500
Ticlopidine;;D3.383.903.830.500
Ticlopidine;;D3.438.928.500
Tilia;B1.650.388.100.938.777;B1.650.940.800.575.100.938.777
Tiliaceae;B1.650.388.100.938;B1.650.940.800.575.100.938
Tillandsia;B1.650.388.100.159.622;B1.650.940.800.575.100.159.622
Tinospora;B1.650.388.100.725.875;B1.650.940.800.575.100.725.875
Tobacco;B1.650.388.100.905.900;B1.650.940.800.575.100.905.900
Tobacco Use Disorder;C21.739.912;C25.912
Tobacco, Smokeless;B1.650.388.100.905.900.874;B1.650.940.800.575.100.905.900.874
Tooth Avulsion;C21.866.900.725;C26.900.725
Tooth Fractures;C21.866.900.750;C26.900.750
Tooth Injuries;C21.866.900;C26.900
Toothpaste;D27.720.269.380.830;
Toxicodendron;B1.650.388.100.44.744;B1.650.940.800.575.100.44.744
Tracheostomy;;E2.41.750
Tradescantia;B1.650.388.100.233.611;B1.650.940.800.575.100.233.611
Tragopogon;B1.650.388.100.100.916;B1.650.940.800.575.100.100.916
Trauma, Nervous System;C21.866.915;C26.915
Trema;B1.650.388.100.949.777;B1.650.940.800.575.100.949.777
Tribulus;B1.650.388.100.987.849;B1.650.940.800.575.100.987.849
Trichosanthes;B1.650.388.100.300.827;B1.650.940.800.575.100.300.827
Triclosan;;D2.755.654.900
Trifolium;B1.650.388.100.401.906;B1.650.940.800.575.100.401.906
Trigonella;B1.650.388.100.401.937;B1.650.940.800.575.100.401.937
Trillium;B1.650.388.100.610.772;B1.650.940.800.575.100.610.772
Tripleurospermum;B1.650.388.100.100.195.744;B1.650.940.800.575.100.100.195.744
Tripterygium;B1.650.388.100.197.788;B1.650.940.800.575.100.197.788
Trisomy;;C23.550.210.182.500
Trisomy;;G5.365.590.175.183.500
Triticum;B1.650.388.100.822.918;B1.650.940.800.575.100.822.918
Triumfetta;B1.650.388.100.938.888;B1.650.940.800.575.100.938.888
Trombiculiasis;C3.858.211.394.869;C3.858.211.480.869
Tropaeolaceae;B1.650.388.100.942;B1.650.940.800.575.100.942
Tropaeolum;B1.650.388.100.942.500;B1.650.940.800.575.100.942.500
Tsuga;B1.650.388.400.122.666.992;B1.650.940.800.575.400.122.666.992
Tuftsin;;D12.644.541.500.650.750
Tulipa;B1.650.388.100.610.786;B1.650.940.800.575.100.610.786
Turner Syndrome;C12.706.842.309.695;C12.706.316.309.872
Turner Syndrome;C13.351.875.842.309.872;C12.706.316.795.750
Turner Syndrome;C16.131.260.800.870;C13.351.875.253.309.872
Turner Syndrome;C16.131.939.842.309.872;C13.351.875.253.795.750
Turner Syndrome;C16.320.180.800.870;C14.240.400.980
Turner Syndrome;C19.391.775.309.872;C14.280.400.980
Turner Syndrome;;C16.131.240.400.970
Turner Syndrome;;C16.131.260.830.835.750
Turner Syndrome;;C16.131.939.316.309.872
Turner Syndrome;;C16.131.939.316.795.750
Turner Syndrome;;C16.320.180.830.835.750
Turner Syndrome;;C19.391.119.309.872
Turner Syndrome;;C19.391.119.795.750
Turnera;B1.650.388.100.947;B1.650.940.800.575.100.947
Tussilago;B1.650.388.100.100.958;B1.650.940.800.575.100.100.958
Twins, Conjoined;C16.131.880.806;C16.131.85.806
Tylophora;B1.650.388.100.99.875;B1.650.940.800.575.100.99.875
Tympanic Membrane Perforation;C21.866.930;C26.930
Typhaceae;B1.650.388.100.948;B1.650.940.800.575.100.948
Ubiquitination;G3.495.955;G2.111.87.675.871.790.600.925
Ubiquitination;;G2.149.115.675.871.790.600.831
Ubiquitination;;G3.495.770.871.790.600.831
Ubiquitination;;G5.355.315.670.600.831
Ulex;B1.650.388.100.401.952;B1.650.940.800.575.100.401.952
Ulmaceae;B1.650.388.100.949;B1.650.940.800.575.100.949
Ulmus;B1.650.388.100.949.888;B1.650.940.800.575.100.949.888
Ulna Fractures;C21.866.88.268.807;C26.88.268.807
Ulna Fractures;C21.866.404.937;C26.404.937
Ulnar Nerve Compression Syndromes;C21.866.844.150.957;C26.844.150.957
Ultrasonography, Interventional;;E4.800.890
Ulva;B1.40.80.900;B1.650.940.150.900
Umbellularia;B1.650.388.100.590.825;B1.650.940.800.575.100.590.825
Uncaria;B1.650.388.100.850.909;B1.650.940.800.575.100.850.909
Undaria;B1.40.50.800;B1.750.600.800
Unfolded Protein Response;;G2.111.87.675.871.790.600.962
Unfolded Protein Response;;G2.149.115.693.600.925
Unfolded Protein Response;;G5.355.315.670.600.850
Ureaplasma;B3.440.560.580.553.900;B3.440.860.580.553.900
Ureaplasma urealyticum;B3.440.560.580.553.900.800;B3.440.860.580.553.900.800
Urginea;B1.650.388.100.610.793;B1.650.940.800.575.100.610.793
Uridine Phosphorylase;D8.811.913.400.725.950;D8.811.913.400.725.850.750
Uroporphyrinogens;D23.767.727.700.900;
Urtica dioica;B1.650.388.100.950.888;B1.650.940.800.575.100.950.888
Urticaceae;B1.650.388.100.950;B1.650.940.800.575.100.950
Usher Syndromes;C11.768.585.731.813;C11.768.585.658.500.813
Usnea;B1.40.500.915;
Uterine Perforation;C21.866.761.853.500;C26.761.853.500
Uterine Rupture;C21.866.761.853;C26.761.853
Uvaria;B1.650.388.100.65.984;B1.650.940.800.575.100.65.984
Uveitis, Suppurative;;C1.539.375.265.500
Uveitis, Suppurative;;C11.294.265.500
Vaccaria;B1.650.388.100.195.913;B1.650.940.800.575.100.195.913
Vaccinium;B1.650.388.100.343.774;B1.650.940.800.575.100.343.774
Vaccinium macrocarpon;B1.650.388.100.343.774.750;B1.650.940.800.575.100.343.774.750
Vaccinium myrtillus;B1.650.388.100.343.774.875;B1.650.940.800.575.100.343.774.875
Vaccinium vitis-idaea;B1.650.388.100.343.774.937;B1.650.940.800.575.100.343.774.937
Vaginal Douching;E5.510.852;E5.927.852
Valerian;B1.650.388.100.955.888;B1.650.940.800.575.100.955.888
Valerianaceae;B1.650.388.100.955;B1.650.940.800.575.100.955
Valerianella;B1.650.388.100.955.944;B1.650.940.800.575.100.955.944
Vanilla;B1.650.388.100.787.888;B1.650.940.800.575.100.787.888
Vehicles;D26.650.931;D26.650.700
Vehicles;D27.720.744.931;D27.720.744.770
Vena Cava Filters;E7.695.900;E7.695.207.500
Ventilator Weaning;;E2.41.625.950
Ventriculography, First-Pass;;E1.370.350.130.937.950
Veratrum;B1.650.388.100.610.800;B1.650.940.800.575.100.610.800
Verbascum;B1.650.388.100.892.899;B1.650.940.800.575.100.892.899
Verbena;B1.650.388.100.960.855;B1.650.940.800.575.100.960.855
Verbenaceae;B1.650.388.100.960;B1.650.940.800.575.100.960
Verbesina;B1.650.388.100.100.979;B1.650.940.800.575.100.100.979
Vernonia;B1.650.388.100.100.984;B1.650.940.800.575.100.100.984
Veronica;B1.650.388.100.892.905;B1.650.940.800.575.100.892.905
Versicans;D9.698.735.830.750;D9.698.735.200.750
Versicans;D12.776.395.650.750.750;D12.776.395.650.750.687.800
Versicans;D12.776.503.280.625;D12.776.503.280.437.800
Versicans;;D12.776.860.300.885
Vertebral Artery Dissection;C21.866.915.200.600;C26.915.200.600
Vetiveria;B1.650.388.100.822.942;B1.650.940.800.575.100.822.942
Viburnum;B1.650.388.100.180.750;B1.650.940.800.575.100.180.750
Vicia;B1.650.388.100.401.968;B1.650.940.800.575.100.401.968
Vicia faba;B1.650.388.100.401.968.500;B1.650.940.800.575.100.401.968.500
Vicia sativa;B1.650.388.100.401.968.750;B1.650.940.800.575.100.401.968.750
Vinca;B1.650.388.100.81.972;B1.650.940.800.575.100.81.972
Viola;B1.650.388.100.962.888;B1.650.940.800.575.100.962.888
Violaceae;B1.650.388.100.962;B1.650.940.800.575.100.962
Viridans Streptococci;;B3.510.550.737.872.875
Viscaceae;B1.650.388.100.735.888;B1.650.940.800.575.100.735.888
Viscum;B1.650.388.100.735.888.750;B1.650.940.800.575.100.735.888.750
Viscum album;B1.650.388.100.735.888.750.500;B1.650.940.800.575.100.735.888.750.500
Visual Fields;E1.370.380.850.975;
Vitaceae;B1.650.388.100.965;B1.650.940.800.575.100.965
Vitamin K Deficiency Bleeding;C16.614.390;C16.614.940
Vitex;B1.650.388.100.960.888;B1.650.940.800.575.100.960.888
Vitis;B1.650.388.100.965.500;B1.650.940.800.575.100.965.500
Vitreous Body;A9.371.943;A9.371.714.500
Voacanga;B1.650.388.100.81.986;B1.650.940.800.575.100.81.986
Volvocida;B1.40.80.925;B1.650.940.150.925
Volvox;B1.40.80.950;B1.650.940.150.950
WAGR Syndrome;C12.706.921;C12.706.316.96.875
WAGR Syndrome;C13.351.875.921;C13.351.875.253.96.875
WAGR Syndrome;C16.131.939.921;C16.131.939.316.96.875
WAGR Syndrome;;C19.391.119.96.875
Waldenstrom Macroglobulinemia;C15.378.463.835.960;C15.378.463.515.960
Wasabia;B1.650.388.100.157.952;B1.650.940.800.575.100.157.952
Water Intoxication;C21.613.932;C25.723.932
Waterhouse-Friderichsen Syndrome;;C15.378.100.802.843
Waterhouse-Friderichsen Syndrome;;C23.550.414.950.843
Waterhouse-Friderichsen Syndrome;;C23.888.885.687.843
Webcasts;;V1.255.500.750
Wedelia;B1.650.388.100.100.989;B1.650.940.800.575.100.100.989
Wernicke Encephalopathy;C21.739.100.625;C25.100.625
Wettability;;G2.842.312.500
Whiplash Injuries;C21.866.700.500;C26.700.500
Wikstroemia;B1.650.388.100.932.909;B1.650.940.800.575.100.932.909
Winteraceae;B1.650.388.100.970;B1.650.940.800.575.100.970
Wisteria;B1.650.388.100.401.984;B1.650.940.800.575.100.401.984
Withania;B1.650.388.100.905.950;B1.650.940.800.575.100.905.950
Woodfordia;B1.650.388.100.665.750;B1.650.940.800.575.100.665.750
Wound Infection;C21.866.951;C26.951
Wounds and Injuries;C21.866;C26
Wounds, Gunshot;C21.866.986.900;C26.986.900
Wounds, Nonpenetrating;C21.866.974;C26.974
Wounds, Penetrating;C21.866.986;C26.986
Wounds, Stab;C21.866.986.950;C26.986.950
Wrist Injuries;C21.866.88.906;C26.88.906
Xanthium;B1.650.388.100.100.994;B1.650.940.800.575.100.100.994
Xanthorhiza;B1.650.388.100.838.941;B1.650.940.800.575.100.838.941
Xanthosoma;B1.650.388.100.85.944;B1.650.940.800.575.100.85.944
Xylem;;A18.450.500
Xylopia;B1.650.388.100.65.992;B1.650.940.800.575.100.65.992
Yucca;B1.650.388.100.18.500;B1.650.940.800.575.100.18.500
Zamiaceae;B1.650.388.400.186.955;B1.650.940.800.575.400.186.955
Zantedeschia;B1.650.388.100.85.972;B1.650.940.800.575.100.85.972
Zanthoxylum;B1.650.388.100.875.922;B1.650.940.800.575.100.875.922
Zea mays;B1.650.388.100.822.966;B1.650.940.800.575.100.822.966
Zigadenus;B1.650.388.100.610.900;B1.650.940.800.575.100.610.900
Zingiberaceae;B1.650.388.100.975.900;B1.650.940.800.575.100.975.900
Zingiberales;B1.650.388.100.975;B1.650.940.800.575.100.975
Ziziphus;B1.650.388.100.840.833;B1.650.940.800.575.100.840.833
Zooplankton;B1.50.500.766.743;B5.650.980
Zosteraceae;B1.650.388.100.25.977;B1.650.940.800.575.100.25.977
Zygomatic Fractures;C21.866.260.275.500.950;C26.260.275.500.950
Zygomatic Fractures;C21.866.404.750.959;C26.404.750.959
Zygophyllaceae;B1.650.388.100.987;B1.650.940.800.575.100.987
Zygophyllum;B1.650.388.100.987.924;B1.650.940.800.575.100.987.924
